ID_Conta,ID_Dossie,Numero_Processo,Base_PIS,Tipo_Garantia,Valor_Garantia,Status_Processo,Nome_Cliente_Hash,CPF_Hash,Tribunal,Data_Atualizacao,Status_Tribunal,Classe_Processual,Conciliado
CTA-61159,DOS-81506,40022159220268260510,PIS_CIVEL_003,Fiança Bancária,161526.91,ATIVO,9ba8a39ef909b5107fac4e085c4ec524e540b60b4ae3e0812167d13de0a44333,ddd4ef630adc3e1fe2ab3fabccb0c60af90ebb1fd59e247d6bfea543fbc0a250,TJSP,2026-04-28T01:52:35.485000Z,BAIXADO,Embargos à Execução,True
CTA-10027,DOS-19747,40229640520268260002,PIS_REC_001,Seguro Garantia,277462.22,ENCERRADO,e8c235bfcd2e10505586ffefcd6ee3f6c6aeba98fcdb0ce41e08d399f1ff486d,7b23f16b7946b3e8a3b85b0a6a242cb2696fe74ca6bf303cfda2dbaf449a62b4,TJSP,2026-04-28T01:52:35.617000Z,ARQUIVADO,Procedimento do Juizado Especial Cível,True
CTA-79167,DOS-53928,40500374620268260100,PIS_CIVEL_003,Depósito Judicial,29061.43,EM_ANALISE,3ee2f6d5f3226a5ab91e31bd6766126430a8f5483e74e60ff369c4711f46f821,279375bfb759c027ad64f31f82cb3df25a2c44ef08e75e4fa36bdb2d93dbc281,TJSP,2026-04-28T01:52:35.621000Z,SUSPENSO,Procedimento Comum Cível,True
CTA-13136,DOS-63101,40005138320268260099,PIS_REC_001,Seguro Garantia,35847.43,ENCERRADO,5c34bbcd72f58294d0d23985047823005c60efe83c155879dcddec97123976aa,7b3f7d3ee3e3785d4047743ffbd59d3a551e9345d0791a2345725e218421409d,TJSP,2026-04-28T01:52:35.947000Z,EM_ANDAMENTO,Procedimento Comum Cível,True
CTA-10311,DOS-86922,40229684220268260002,PIS_REC_001,Depósito Judicial,94359.13,EM_ANALISE,4c618fe0eee74b910791117f8b4014c2e21a5c9b6d3d0e731439a958796f1f24,12da83182e68e4115de21d5c534bbdc3b0a28981fbd9929a8cc9c568c3d7b380,TJSP,2026-04-28T01:52:36.057000Z,ARQUIVADO,Procedimento do Juizado Especial Cível,True
CTA-35962,DOS-35799,40008989320258260510,PIS_CIVEL_003,Depósito Judicial,25888.68,PENDENTE,8c8c8424db7cf4cf086bb20a409c8319572a9aaa15499737fbf0f1de43f759ca,5973cd4ab59b4dc5105cc2a16329a6a2268866c94cb54d680268b85b4531aba6,TJSP,2026-04-28T01:52:36.167000Z,BAIXADO,Procedimento do Juizado Especial Cível,True
CTA-35503,DOS-78015,40448300620258260002,PIS_TRAB_004,Bloqueio Judicial,64981.32,ATIVO,3a41bc5bcf7a9b2ca01f0cee27f37b9dc40fcf0b04272ad900dacbba227c1246,4e04c62b8820647e6af8f2560a08b5d982d2cce8ea01f0248f9294863ea3ccc8,TJSP,2026-04-28T01:52:36.172000Z,ARQUIVADO,Procedimento Comum Cível,True
CTA-66300,DOS-70404,40093489420258260002,PIS_REC_001,Bloqueio Judicial,73131.87,EM_ANALISE,af509538213d0e65b2a00877147095c1f56ae8cb33bdf1d6a7d74f75e6173264,cac7aed607a1ec01d9f5ad0015fb2cd55805f488bfd8e3bc1d5936fc9c69ae2d,TJSP,2026-04-28T01:52:36.372000Z,BAIXADO,Procedimento Comum Cível,True
CTA-55156,DOS-84681,40016829620258260663,PIS_CIVEL_003,Fiança Bancária,399304.14,ATIVO,869997dffe3c8bb2bd1b1c2f47463c399b693e31876bc2c51e4e17bd08ec8977,dd44a769276eef628b1ab911bc1b343deeffa05e0d311044ad174cab52ae9061,TJSP,2026-04-28T01:52:36.375000Z,EM_ANDAMENTO,Procedimento do Juizado Especial Cível,True
CTA-94555,DOS-47992,00029279120258260347,PIS_TRAB_004,Carta de Fiança,44003.76,ENCERRADO,aae41d18ebaa8016e67a86f69e2b2c43518bf72b8a86e562cf041367528c3a1a,09e49d72fab7099b0609c92ae1306a8c4425123b484a2d2c1f91a33cf50c476c,TJSP,2026-04-28T01:52:36.409000Z,EM_ANDAMENTO,Cumprimento de sentença,True
CTA-42892,DOS-70822,30049103120258190004,PIS_REC_001,Carta de Fiança,33542.33,EM_ANALISE,4f5c45f0202608bb8fbc769de9670d7122e446d0e733077087baf2986ace9477,47cb788980dff3a45a31ffbe7142a3010b767f464fe3d5ca396032102b9a0b87,TJRJ,2026-05-12T13:08:33.665000Z,EM_ANDAMENTO,Execução Fiscal,True
CTA-11790,DOS-58960,30050169020258190004,PIS_REC_002,Fiança Bancária,332089.66,EM_ANALISE,e130bccc350e934a2ad4df37aaedff118c8441d3f705d4a22092c83788c3c8e0,5f42fbeff23416d376b351dea81b2dcbc00f82d12c743554356fe72f02894109,TJRJ,2026-05-12T13:08:36.403000Z,EM_ANDAMENTO,Execução Fiscal,True
CTA-57524,DOS-13259,30001642320258190004,PIS_REC_001,Bloqueio Judicial,5507.88,ENCERRADO,05851ceff851bb2f9aab922a0fe1b2ebba2dcb0793261d17a3edcf438a568f6b,64b4f6179e584ab5906cfa43fbc53060470c96d0ad846f001efb186c8747a25a,TJRJ,2026-05-12T13:08:42.396000Z,BAIXADO,Execução Fiscal,True
CTA-48072,DOS-36888,30002785920258190004,PIS_TRAB_004,Depósito Judicial,77869.58,EM_ANALISE,b8509f6c792f903647ee0f7abb467f3778a86645726909e80e9bdc72d851f3bf,a5d5abf71db5db734162fbedc2e333647a3cf022f9e5eb7ddc641c358da62fea,TJRJ,2026-05-12T13:08:47.033000Z,BAIXADO,Execução Fiscal,True
CTA-34730,DOS-13232,30006848020258190004,PIS_REC_002,Bloqueio Judicial,57890.72,ENCERRADO,10d6b6932d636563b5eb441d339e484037e224c94f5bda82ea5031a65e877983,73cb37575e81e218961302eee58682de85f0cfa2df4fead69b18cc57185391c7,TJRJ,2026-05-12T13:08:54.661000Z,EM_ANDAMENTO,Execução Fiscal,True
CTA-16262,DOS-69769,30010857920258190004,PIS_REC_001,Fiança Bancária,178214.33,EM_ANALISE,d20a2da2c24b719b8b9de797884aa5ee59d2b991e634b217457aac06be40fb71,eb2233ee7c0c929a2a14b67dea57778788eb07f52a249ca84f2889a0a98c3da1,TJRJ,2026-05-12T13:09:00.815000Z,ARQUIVADO,Execução Fiscal,True
CTA-65098,DOS-29071,30015395920258190004,PIS_REC_001,Carta de Fiança,137954.39,ENCERRADO,b02836e8f1840ac18fbd472e179e8ab21b79d23f5f0471770985bdf2018d938e,92a18d4d08bd43e10de084b595d1c40c413414def37b2cb29979b8691f2c3952,TJRJ,2026-05-12T13:09:45.901000Z,ARQUIVADO,Execução Fiscal,True
CTA-30219,DOS-95054,30016807820258190004,PIS_REC_001,Seguro Garantia,153096.18,ATIVO,942545cc9740bcd4cf796dd8b4530b95676c4f55e8e14783eff7c3491c92b236,34fa61cbc21082f0408a96d7e6ba72e5a1a4fe50e2709e1d3afc928e07d245a5,TJRJ,2026-05-12T13:09:53.093000Z,SUSPENSO,Execução Fiscal,True
CTA-58650,DOS-58281,30032162720258190004,PIS_REC_002,Depósito Judicial,28604.15,ATIVO,e44c185cd275b27104254b30b982a8aad3261f95ace3460c56ff134a885c980c,bd5af9128674c0db3fd16eb9418c1e635f8cde7a028cd73529c0e598691f6b4e,TJRJ,2026-05-12T13:09:57.650000Z,EM_ANDAMENTO,Execução Fiscal,True
CTA-21190,DOS-43078,30066381020258190004,PIS_REC_001,Depósito Judicial,82271.27,PENDENTE,4f9706e5a40067039a158fab6677f53c159d4c6c65c4bdad14fe564f1450bf24,2e683522ea0886e401c809e22c22cc51ace120a7efe3ec19f450371b9fe4ec8a,TJRJ,2026-05-12T13:09:59.724000Z,SUSPENSO,Execução Fiscal,True
CTA-37208,DOS-16992,08192795420258190002,PIS_REC_001,Bloqueio Judicial,4506.14,PENDENTE,61086f1b2e300e986b6f1225a091a34b39c96ff7e2636874d4742ee1a67aec24,b038ed813f9ef2753ade7fc6e25f7ef1b045f1b504327f6637b7fe28ce63e4c4,TJRJ,2026-05-12T13:10:29.968000Z,ARQUIVADO,Procedimento Comum Cível,True
CTA-74882,DOS-58734,30040919420258190004,PIS_CIVEL_003,Carta de Fiança,127185.9,ATIVO,5beedb34f16d184ed2cc9615abf14c7cfdec95be11261144b87ab48190fa0a32,c05c17333c8c29aa641f39710c83dd0ba8da1b8506689a8c7819769c5ad3763d,TJRJ,2026-05-12T13:11:00.872000Z,ARQUIVADO,Execução Fiscal,True
CTA-53926,DOS-75943,30052801020258190004,PIS_CIVEL_003,Depósito Judicial,51029.59,ENCERRADO,bd9d5d5119f2d340db0835328bcc52530056b3467c66476e8a6d918005ee4909,374c281c1a87c6686ceea117fe1d042d1a28f9f8d699820f3e84572ed0237772,TJRJ,2026-05-12T13:11:14.019000Z,EM_ANDAMENTO,Execução Fiscal,True
CTA-61068,DOS-50256,30055876120258190004,PIS_TRAB_004,Carta de Fiança,26811.7,PENDENTE,4c7ac1262ceb87bf244788589a7a74a540f244c0045cef508942107f37e01f5b,2c82ecd69abcbc6038a94a0808b32e3b40164735aecefcc4bf1f42e31ac67cdb,TJRJ,2026-05-12T13:11:25.987000Z,BAIXADO,Execução Fiscal,True
CTA-13206,DOS-49586,30078194620258190004,PIS_TRAB_004,Depósito Judicial,99928.69,ATIVO,f647f598e33d008408ac845374c65acaecc6aa9dc3ae83aaba10768b48bdf9ad,65f16f190f2a99475f095399a31dfc10390efc48096426e5dc8d3c3d9431ff7a,TJRJ,2026-05-12T13:11:58.625000Z,ARQUIVADO,Execução Fiscal,True
CTA-26529,DOS-31351,30077909320258190004,PIS_REC_001,Depósito Judicial,21011.62,ATIVO,6b3de1dcbb61b76ccac51f9c85a9f2d0d47593bef562babf44569617b287bd57,41f68b049486fe3fb906e9fbfd7b8c00f9101d8b4a1eb50e0aa22ef89f4bc94a,TJRJ,2026-05-12T13:12:10.642000Z,BAIXADO,Execução Fiscal,True
CTA-10766,DOS-46099,30090588520258190004,PIS_REC_002,Carta de Fiança,48035.34,EM_ANALISE,08ea9ac5f92ebaf69eae7f0f96ffc9f93dcf11b140ccb79903ae428ec87bb63e,668fc9dbf2be282238b2a36d9735bb5b96426f779c80acd140550f69f4694a43,TJRJ,2026-05-12T13:13:08.071000Z,EM_ANDAMENTO,Execução Fiscal,True
CTA-62780,DOS-35135,08246968020248190209,PIS_TRAB_004,Carta de Fiança,82626.27,ENCERRADO,d02345831b84f99cad37a48c0a33a111ec67ce4d337dac48e8c0f59f5ce9d266,272209c5db45071bd173bd6b74e5d1fb7e3e495aac612e81790d3f9c9d3de70f,TJRJ,2026-05-12T13:13:09.364000Z,EM_ANDAMENTO,Procedimento Comum Cível,True
CTA-12958,DOS-97754,30083901720258190004,PIS_CIVEL_003,Depósito Judicial,33790.68,PENDENTE,31ee92aaf91d36f85167522235296e1d1779b24cdd4a998f319cb3f1d657cbae,0681a15b207219102535ad1761f72cbfc5ce107ce202a8fa7e1ffbfa7518a2d6,TJRJ,2026-05-12T13:13:24.508000Z,ARQUIVADO,Execução Fiscal,True
CTA-94622,DOS-94352,30059479320258190004,PIS_REC_001,Depósito Judicial,6350.24,PENDENTE,057fb2bbd34cdf5f70672ab2342efcc107713270327721e51eea7e9e959d6b40,a3d5d59252b24bc8bd28bb5d0dcc9ac405ff6984c8764890e9b5e28ac7abd98f,TJRJ,2026-05-12T13:13:38.608000Z,ARQUIVADO,Execução Fiscal,True
CTA-15717,DOS-29012,10122784720268130105,PIS_TRAB_004,Depósito Judicial,105046.49,EM_ANALISE,452f0e13504d424caaba6ffc8d8a74555a6b5d40e9fc24939869a6f326d4bdc4,6405942e6ba2434f0ccaa034e9799e90cb493cdc227b94de8202e488daf37003,TJMG,2026-05-26T23:22:50.871000Z,ARQUIVADO,Procedimento Comum Cível,True
CTA-83513,DOS-29765,10123209620268130105,PIS_REC_001,Fiança Bancária,378498.78,ATIVO,42a73b48b25ddb03d16fc6a8051ce94b82a9a270c29c5bb4e0d2c4bee8c59a91,68d5513bf400fc8195afc89b4f1209c653de75f68cdbb1d285402d998a5403d0,TJMG,2026-05-26T23:22:50.871000Z,SUSPENSO,Procedimento Comum Cível,True
CTA-96192,DOS-43845,10063538020268130231,PIS_REC_001,Depósito Judicial,98723.03,EM_ANALISE,3ef9a16d1acb4f8be95106c53fb972c53b786e36416f1fa0cff3039bb067366f,41609d9590409db8dc765baf8d0903004e3ca56871f3132d1d0e66a98dee94f5,TJMG,2026-05-26T23:22:50.923000Z,BAIXADO,Execução Fiscal,True
CTA-47896,DOS-27235,10082759420268130672,PIS_TRAB_004,Fiança Bancária,302826.45,ATIVO,e7503d65eb97cfb527a6ceee1c30baf77f45dec83c5681d8f8820904ccf15d55,fb334a23423202bd30d581d41b38daa994ad774bb21d8dc6f47b527f992488a5,TJMG,2026-05-26T23:22:50.923000Z,ARQUIVADO,Procedimento Comum Cível,True
CTA-51960,DOS-10945,10002100720268130092,PIS_CIVEL_003,Carta de Fiança,37895.97,ENCERRADO,eacc24ac488cb2adb21df02314a18e3ccac557aee19a48e2de7ccdb27c16b786,c91cbdf433e03fed75f2746a2cb65edaefc583a66c9c5d876b3a419bd0f9bda6,TJMG,2026-05-26T23:22:50.937000Z,EM_ANDAMENTO,Procedimento Comum Cível,True
CTA-47084,DOS-33367,10053120820268130707,PIS_TRAB_004,Seguro Garantia,38624.47,EM_ANALISE,331b7e4c3d0654553b9e6e6b6e5ad4b204bef55cf08f52342853eed3b6e1dce5,7b0b26cf88e7635bab18e45e6674e8e46b591ed7b6c25a19c7a74b8049bef818,TJMG,2026-05-26T23:22:50.937000Z,EM_ANDAMENTO,Interdição/Curatela,True
CTA-27536,DOS-33784,10003702620268130191,PIS_REC_002,Carta de Fiança,148756.36,ATIVO,bc7dbabbafbad797ba1a6f949e277bd195d410b01f3a8ceb53ce3078e0dc1288,e0f7a80d4bb6796691942e7be0de6076e4a1aa4e74a3a940917615a5418f2372,TJMG,2026-05-26T23:22:50.938000Z,SUSPENSO,Procedimento do Juizado Especial Cível,True
CTA-53006,DOS-63907,10006585020268130392,PIS_CIVEL_003,Depósito Judicial,32416.68,ATIVO,58f7307d6db3f83d28c8908175ed043cd28af8ae4dff65b081fb69f4a0fe70b5,6ce4615e53391cc6b5d5a87247c8fc95987c776ecb4328f977bde7e8dbdbb85c,TJMG,2026-05-26T23:22:50.938000Z,ARQUIVADO,Procedimento do Juizado Especial da Fazenda Pública,True
CTA-72475,DOS-63629,10153396520268130702,PIS_REC_001,Seguro Garantia,242495.53,ATIVO,4a2d1bbb6538715e4935387b272c870507681c9440d03adee9b642ddf42ee87d,2b34eb05a20fdbcb2f05f25907fbe19bb2d5e3608266115ac2d08f596897e40b,TJMG,2026-05-26T23:30:06.097000Z,ARQUIVADO,Procedimento Comum Cível,True
CTA-98721,DOS-20500,11101288720258130024,PIS_TRAB_004,Depósito Judicial,38813.58,EM_ANALISE,905b215f654efc82bf7db12540035c8fd52c3b2833b0f1ec63f6bdf6d86b929d,6ad4137f7cb481e6faa5daf59aa05788eb7a414a8d78d810f0b2034f37d690e3,TJMG,2026-05-26T23:30:06.261000Z,BAIXADO,Procedimento Comum Cível,True
CTA-15864,DOS-46400,10007358320268130287,PIS_TRAB_004,Seguro Garantia,285044.23,ATIVO,675880e520701b92f7c32aa16a62c129c660dc853cf635f24bb327e7dc49a0e1,8ba905b4858d35084c7198310d2815fa06f5079d7d5c55ef826d318f62a50fbb,TJMG,2026-05-26T23:30:06.541000Z,ARQUIVADO,Execução Fiscal,True
CTA-18667,DOS-38919,10853891620268130024,PIS_TRAB_004,Carta de Fiança,63954.76,EM_ANALISE,6e03669a0acb3144ae92d995d80c640a6503565c2b3550dffb95979de027c570,67efe97d75feb5288e72842cb749919cce753669a5873fd1c43cca76a4ebf69f,TJMG,2026-05-26T23:30:06.634000Z,SUSPENSO,Procedimento Comum Cível,True
CTA-65188,DOS-75447,10008704020268130079,PIS_REC_002,Bloqueio Judicial,63854.9,PENDENTE,77a31beb46ac875ed9714d988a8784e869fb059e117428126ebe0cad7afce101,bcc352ff5fe3048661731b12108381eb6b26c41162eb4134cfc57456a2c2dacf,TJMG,2026-05-26T23:30:06.677000Z,EM_ANDAMENTO,Execução Fiscal,True
CTA-42464,DOS-27653,10829113520268130024,PIS_CIVEL_003,Depósito Judicial,58503.45,PENDENTE,590a5628a206582a95b5ab9a4c2a518cc0db71f84c48ce0399c12e520d19156a,af800a9d3c8312f83d607098341ccd409ca57621ea9043a3ed58780d920cf764,TJMG,2026-05-26T23:30:06.716000Z,BAIXADO,Procedimento Comum Cível,True
CTA-10908,DOS-40468,10838934920268130024,PIS_REC_001,Bloqueio Judicial,64331.57,EM_ANALISE,c850fba006decc2e9cee3eeaa0dc075543ba875adb93c0d3d2ac6abbe9a48b25,05fe6ba91dc5b094e1d23c04ebea9a042bbc48c867da997d55ce80a1ae7a2f5b,TJMG,2026-05-26T23:30:06.716000Z,EM_ANDAMENTO,Procedimento Comum Cível,True
CTA-94227,DOS-57195,10846651220268130024,PIS_REC_002,Bloqueio Judicial,73620.38,ENCERRADO,f606784fdaed2e2244e351ad6d94fe147bb0f99565e88972053e5387e30d4fa1,6f117d9135c43c037024e2ecaba8783ce95180c5b8fe5953cf10dc4e398b9895,TJMG,2026-05-26T23:30:06.717000Z,ARQUIVADO,Procedimento do Juizado Especial Cível,True
CTA-92195,DOS-64402,10849691120268130024,PIS_CIVEL_003,Seguro Garantia,65160.79,PENDENTE,b8f2463ea705fc9899f9457ef0176520541a695699207e97ee75329a3dd36a21,51410ab1b778362252a4ab9d459f41505c2be2e91b2fc1eb1d89d78a84f1c9d5,TJMG,2026-05-26T23:30:06.717000Z,ARQUIVADO,Procedimento do Juizado Especial Cível,True
CTA-92700,DOS-53656,10853051520268130024,PIS_CIVEL_003,Depósito Judicial,17451.2,EM_ANALISE,146192342b17eb94ec9176fd7186ad143ed3a91b7f87de2681ed62ad9c16da32,7f73b73805b11419e14935ebc810fbf69cca31801f21c3b1808a9d6ee585d70a,TJMG,2026-05-26T23:30:06.717000Z,ARQUIVADO,Procedimento do Juizado Especial Cível,True
CTA-20247,DOS-27023,10164934720268130079,PIS_REC_001,Bloqueio Judicial,61115.49,ATIVO,4daa463b39b42285fc3992c3bfc99061d6c7a574735d18825e809ea081a8acaf,38c68ea529803d040bd5de35d5b67e7c846f33e4f15c03643f1555454e3aacd4,TJMG,2026-05-26T23:30:06.828000Z,SUSPENSO,Procedimento do Juizado Especial Cível,True
CTA-71426,DOS-95867,10035123220268130290,PIS_REC_002,Carta de Fiança,116359.79,PENDENTE,09845899cf35e227e47c654c9a4142ef03714551ca142b88c02ec4680ac19b5c,8cf32421191a20cae72470360a79b2c057740412a09c59bd0f4e20715e8ac71b,TJMG,2026-05-26T23:30:06.828000Z,EM_ANDAMENTO,Procedimento do Juizado Especial Cível,True
CTA-51340,DOS-18165,50054416620258210024,PIS_REC_002,Seguro Garantia,296995.23,ATIVO,4376e0498028d2725842beade88cff1ed0fdf0cadb3ff69ba4341747515c70f1,643dafba1b2e8f4a162770e17c4f6b9a03014dcbc4e22d97006f6434d9234311,TJRS,2026-05-15T02:55:17.028000Z,EM_ANDAMENTO,Execução de Título Extrajudicial,True
CTA-34994,DOS-27200,50013036620198210024,PIS_REC_002,Seguro Garantia,113097.83,PENDENTE,e28c0855c16c355fc83eaecebb6cbe8c192ff0b3ba2e97c7379bfba163e5232f,6d788f9c3e394a175bc2792fb30600e7f98be5a15e64f1549cb24bd43c468a37,TJRS,2026-05-15T02:55:17.030000Z,BAIXADO,Execução Fiscal,True
CTA-53886,DOS-57477,50013576620188210024,PIS_TRAB_004,Fiança Bancária,257502.97,PENDENTE,87d6a61b28793683d787fb441b1655d758a7392e1cfd4e4c79e861b04a7925ba,5f56bbdc2a6fc945a2fc8f703bf7e7972467717f91941ddf54a80b7cec1c2583,TJRS,2026-05-15T02:55:17.032000Z,EM_ANDAMENTO,Ação Civil Pública,True
CTA-19679,DOS-36278,50013686620168210024,PIS_TRAB_004,Fiança Bancária,494873.76,PENDENTE,d93b38d1047f5a214d889e7998fcb2d91984e31350255e4e62801650ea44a79a,51cf9abf48ef0539af9ce04afec946292ca445561c245693820ae6dd720e0554,TJRS,2026-05-15T02:55:17.037000Z,EM_ANDAMENTO,Procedimento Comum Cível,True
CTA-62150,DOS-54264,50014006620198210024,PIS_REC_002,Depósito Judicial,41642.18,ENCERRADO,1be64526992a69a1f203b1b731e67522cf103fce2e3fbfbfb609b803aa14129e,aaf7cc22452d4307e66b137041d6e3bfd3decb107a4cbd9a66b76d3344454c3b,TJRS,2026-05-15T02:55:17.040000Z,BAIXADO,Execução Fiscal,True
CTA-80394,DOS-67592,50010736620158210023,PIS_REC_002,Carta de Fiança,41825.67,ATIVO,d8d462eb1f3feee72b811a2d40e1a27a39a181a6e1b85fb0bcd8ace2ef877dfb,993fd1e90106973cdedffbb922fc800e8779d893ac355a52bdd18919019f6aaf,TJRS,2026-05-15T02:55:17.100000Z,ARQUIVADO,Procedimento Comum Cível,True
CTA-58732,DOS-51078,50010946620208210023,PIS_REC_001,Seguro Garantia,102315.24,PENDENTE,8b4e0ef1e218d01133f04d912eae86552840baf6e2468ffe80ca0905e187e0e5,258dbcfd2e9b6a3ff926dc926b210acad920de28ba36c58c5063004e270bc5ae,TJRS,2026-05-15T02:55:17.101000Z,SUSPENSO,Embargos à Execução,True
CTA-37971,DOS-40630,50011376620218210023,PIS_REC_002,Bloqueio Judicial,69825.17,ATIVO,55baa6d1fbb9060cc886ce269f2bdc175b78d5da2a036b7e1bf877be155a6f63,e9b92b8888b3d859f43e177c4e8349cdad2974db129e6956ac0d14040d812b2d,TJRS,2026-05-15T02:55:17.103000Z,EM_ANDAMENTO,Procedimento Comum Cível,True
CTA-75535,DOS-70651,50011386620128210023,PIS_REC_001,Depósito Judicial,32581.33,ATIVO,eb9bd7bda0a812a051891d90e7e1493179762a0bb1790e01f465e1c09130fef8,fb578e9b1c773d636c8b0ab0d8f05c361f65a5a395fe7290bd67f1d05ac053af,TJRS,2026-05-15T02:55:17.111000Z,ARQUIVADO,Cumprimento de sentença,True
CTA-37232,DOS-11238,50011706620158210023,PIS_TRAB_004,Depósito Judicial,56897.66,ENCERRADO,8eb759a1b396d421d92344c6cf89849bf7952a1c87d9b58b516eb75a47eea148,d7e3cd6e25b19bb4b0aecf32ed86f312fa2748d5a74a399434d024c281eb2cdd,TJRS,2026-05-15T02:55:17.116000Z,BAIXADO,Cumprimento de sentença,True
CTA-84930,DOS-52252,50012126620258210023,PIS_REC_001,Seguro Garantia,78612.99,PENDENTE,08d1e3ea9fffd3431261a038fc2ff52987a578582259b00e8f59a17507099d4a,f1ce6b91d73a6810359788cbb85a08a2361447d7e7d739525b4b1d1bfa6f567a,TJRS,2026-05-15T02:55:17.125000Z,EM_ANDAMENTO,Habilitação de Crédito,True
CTA-15115,DOS-28428,50001046620068210023,PIS_CIVEL_003,Carta de Fiança,97716.16,EM_ANALISE,e8a8feceb7d18ede3dc3369a6820b8e9254bc355a13e8acca812496bd7a84dd1,33ab5d8bf9dd4f2209c066e8cba35f6fa09e49fa867c1dde4c6fdac2eac62cf7,TJRS,2026-05-15T02:55:17.127000Z,SUSPENSO,Cumprimento de sentença,True
CTA-71280,DOS-43664,50001146620138210023,PIS_TRAB_004,Seguro Garantia,249978.57,EM_ANALISE,57fa2e1c79b7fe82f6956e2ce052339fbb0feec0880fd3a30151ec3d0b23fb89,4c73bb17797314a92415b6b38d133106acac7537c4a52edb63dc54eafe2c0911,TJRS,2026-05-15T02:55:17.137000Z,BAIXADO,Cumprimento de sentença,True
